ident,type,name,latitude_deg,longitude_deg,elevation_ft,state,iata_code
ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",68.49130249,16.67810059,84,18,EVE
ENLK,medium_airport,Leknes Airport,68.15249634,13.6093998,78,18,LKN
ENMS,medium_airport,Mosjøen Airport (Kjærstad),65.783997,13.2149,237,18,MJF
ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,229,18,MQN
ENRS,small_airport,Røst Airport,67.52780151,12.10330009,7,18,RET
ENSH,medium_airport,Svolvær Helle Airport,68.24330139,14.66919994,27,18,SVJ
ENSK,medium_airport,Stokmarknes Skagen Airport,68.5788269,15.03341675,11,18,SKN
ENST,medium_airport,Sandnessjøen Airport (Stokka),65.95680237,12.46889973,56,18,SSJ
HSMK,small_airport,Rumbek Airport,6.824999809,29.66900063,1378,18,RBX
HTMW,medium_airport,Mwanza Airport,-2.444489956,32.93270111,3763,18,MWZ
LBRS,small_airport,Ruse Airport,43.694801,26.0567,614,18,ROU
LDPL,medium_airport,Pula Airport,44.89350128,13.9222002,274,18,PUY
LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,2060,18,VSE
LYKV,small_airport,Morava Airport,43.818298,20.5872,686,18,KVO
MDPP,medium_airport,Gregorio Luperon International Airport,19.75790024,-70.56999969,15,18,POP
OIAH,medium_airport,Gachsaran Airport,30.33760071,50.82799912,2414,18,GCH
OISY,medium_airport,Yasouj Airport,30.70050049,51.54510117,5939,18,YES
RJNF,medium_airport,Fukui Airport,36.14279938,136.223999,19,18,FKJ
TZ-GIT,small_airport,Mchauru Airport,-2.813667,32.172472,3955,18,GIT
UKKV,small_airport,Zhytomyr Airport,50.270556,28.738611,,18,ZTR
VDSV,small_airport,Sihanoukville International Airport,10.5797,103.637001,33,18,KOS
DAAS,medium_airport,Ain Arnat Airport,36.17810059,5.32449007,3360,19,QSF
DIGL,small_airport,Guiglo Airport,6.534711,-7.526847,722,19,GGO
EFTU,medium_airport,Turku Airport,60.514099,22.2628,161,19,TKU
ENDU,medium_airport,Bardufoss Airport,69.05580139,18.54039955,252,19,BDU
ENSR,medium_airport,Sørkjosen Airport,69.78679657,20.95940018,16,19,SOJ
ENTC,large_airport,Tromsø Airport,69.6832962,18.91889954,31,19,TOS
HTMA,small_airport,Mafia Airport,-7.917478,39.668502,60,19,MFA
LDDU,medium_airport,Dubrovnik Airport,42.56140137,18.26819992,527,19,DBV
LYTV,medium_airport,Tivat Airport,42.40470123,18.72330093,20,19,TIV
OIGG,medium_airport,Sardar-e-Jangal Airport,37.323333,49.617778,-40,19,RAS
SGFI,small_airport,Filadelfia Airport,-22.360477,-60.053604,423,19,FLM
SGME,medium_airport,Dr. Luis Maria Argaña International Airport,-22.04999924,-60.61999893,553,19,ESG
UKLR,medium_airport,Rivne International Airport,50.60710144,26.14159966,755,19,RWN
VDST,medium_airport,Stung Treng Airport,13.53190041,106.0149994,203,19,TNX
ENAT,medium_airport,Alta Airport,69.97609711,23.37170029,9,20,ALF
ENBS,medium_airport,Båtsfjord Airport,70.60050201,29.69140053,490,20,BJF
ENBV,medium_airport,Berlevåg Airport,70.871399,29.034201,42,20,BVG
ENHF,medium_airport,Hammerfest Airport,70.67970276,23.66860008,266,20,HFT
ENHK,small_airport,Hasvik Airport,70.48670197,22.13969994,21,20,HAA
ENHV,medium_airport,Valan Airport,71.00969696,25.98360062,44,20,HVG
ENKA,small_airport,Kautokeino Air Base,69.04029846,23.0340004,1165,20,QKX
ENKR,medium_airport,Kirkenes Airport (Høybuktmoen),69.72579956,29.8913002,283,20,KKN
ENMH,medium_airport,Mehamn Airport,71.02970123,27.82670021,39,20,MEH
ENNA,medium_airport,Banak Airport,70.06880188,24.9734993,25,20,LKL
ENSS,medium_airport,"Vardø Airport, Svartnes",70.35540009,31.04490089,42,20,VAW
ENVD,medium_airport,Vadsø Airport,70.06529999,29.84469986,127,20,VDS
FSIA,large_airport,Seychelles International Airport,-4.67434,55.521801,10,20,SEZ
HTMP,small_airport,Mpanda Airport,-6.355374,31.084116,3520,20,NPY
HTSU,small_airport,Sumbawanga Airport,-7.948889,31.610278,5960,20,SUT
LPAZ,medium_airport,Santa Maria Airport,36.97140121,-25.17060089,308,20,SMA
LPCR,small_airport,Corvo Airport,39.671501,-31.1136,,20,CVU
LPFL,medium_airport,Flores Airport,39.45529938,-31.13139915,112,20,FLW
LPGR,medium_airport,Graciosa Airport,39.09220123,-28.02980042,86,20,GRW
LPHR,medium_airport,Horta Airport,38.51990128,-28.71590042,118,20,HOR
LPLA,large_airport,Lajes Airport,38.761799,-27.090799,180,20,TER
LPPD,large_airport,João Paulo II Airport,37.74119949,-25.69790077,259,20,PDL
LPPI,medium_airport,Pico Airport,38.554298,-28.441299,109,20,PIX
LPSJ,medium_airport,São Jorge Airport,38.665501,-28.1758,311,20,SJZ
LTAY,medium_airport,Çardak Airport,37.78559875,29.70129967,2795,20,DNZ
LYNI,medium_airport,Nis Airport,43.337299,21.853701,648,20,INI
MDCY,medium_airport,Samaná El Catey International Airport,19.2670002,-69.74199677,30,20,AZS
MDPO,small_airport,Samana El Portillo Airport,19.32141504,-69.49591219,30,20,EPS
OICK,medium_airport,Khoram Abad Airport,33.4353981,48.28290176,3782,20,KHD
RJAF,medium_airport,Shinshu-Matsumoto Airport,36.166801,137.923004,2182,20,MMJ
VRMD,small_airport,Dharavandhoo Airport,5.1561,73.1302,6,20,DRV
YTBF,small_airport,Pattaya Airpark,12.8325,100.949444,100,20,PYX
CN-0104,medium_airport,Xingcheng Air Base,40.580328,120.700374,30,21,XEN
CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30,21,DDG
ENSB,medium_airport,"Svalbard Airport, Longyear",78.24610138,15.46560001,88,21,LYR
HTSO,small_airport,Songea Airport,-10.68299961,35.58300018,3445,21,SGX
JNZ,medium_airport,Jinzhou Bay Airport,40.936032,121.277114,,21,JNZ
LDZA,large_airport,Zagreb Airport,45.74290085,16.06879997,353,21,ZAG
LGZA,medium_airport,"Zakynthos International Airport ""Dionysios Solomos""",37.7509,20.8843,15,21,ZTH
LIMF,large_airport,Turin Airport,45.200802,7.64963,989,21,TRN
LIMZ,medium_airport,Cuneo International Airport,44.547001,7.62322,1267,21,CUF
LTCC,medium_airport,Diyarbakir Airport,37.89390183,40.20100021,2251,21,DIY
OINJ,small_airport,Bishe Kola Air Base,36.65510178,52.34960175,-79,21,BSM
OINN,medium_airport,Noshahr Airport,36.66329956,51.46469879,-61,21,NSH
OINR,medium_airport,Ramsar Airport,36.90990067,50.67959976,-70,21,RZR
OINZ,medium_airport,Dasht-e Naz Airport,36.63579941,53.1935997,35,21,SRY
RJNG,medium_airport,Gifu Airport,35.39410019,136.8699951,128,21,QGU
UKLU,medium_airport,Uzhhorod International Airport,48.63430023,22.26339912,383,21,UDJ
VTBU,medium_airport,U-Tapao International Airport,12.67990017,101.0049973,42,21,UTP
VVTX,small_airport,Tho Xuan Airport,19.901667,105.467778,59,21,THD
ZYAS,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,,21,AOG
ZYCH,medium_airport,Changhai Airport,39.266667,122.666944,80,21,CNI
ZYCY,medium_airport,Chaoyang Airport,41.538101,120.434998,568,21,CHG
ZYTL,large_airport,Dalian Zhoushuizi International Airport,38.965698,121.539001,107,21,DLC
ZYTX,large_airport,Shenyang Taoxian International Airport,41.639801,123.483002,198,21,SHE
ZYYK,medium_airport,Yingkou Lanqi Airport,40.542524,122.3586,,21,YKH
DAOS,small_airport,Sidi Bel Abbes Airport,35.17179871,-0.593275011,1614,22,BFW
DBC,medium_airport,Baicheng Chang'an Airport,45.505278,123.019722,480,22,DBC
HTMD,small_airport,Mwadui Airport,-3.521332,33.615542,3970,22,MWN
HTSY,small_airport,Shinyanga Airport,-3.6093,33.5035,3800,22,SHY
KBH,small_airport,Kahama Airstrip,-3.847,32.6865,,22,KBH
LGKR,medium_airport,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,6,22,CFU
NBS,medium_airport,Changbaishan Airport,42.066944,127.602222,2874,22,NBS
OIHR,small_airport,Arak Airport,34.13809967,49.84730148,5440,22,AJK
rjns,large_airport,Mount Fuji Shizuoka Airport,34.796043,138.187752,433,22,FSZ
ZYCC,medium_airport,Longjia Airport,43.99620056,125.6849976,706,22,CGQ
ZYJL,small_airport,Jilin Airport,44.002201,126.396004,,22,JIL
ZYSQ,medium_airport,Songyuan Chaganhu Airport,44.938114,124.550178,459,22,YSQ
ZYTN,medium_airport,Tonghua Sanyuanpu Airport,42.25388889,125.7033333,1200,22,TNH
ZYYJ,medium_airport,Yanji Chaoyangchuan Airport,42.88280106,129.451004,624,22,YNJ
AEE,small_airport,Adareil Airport,10.05361111,32.95944444,1301,23,AEE
DABB,medium_airport,Rabah Bitat Airport,36.822201,7.809174,16,23,AAE
DQA,small_airport,Saertu Airport,46.74638889,125.1405556,496,23,DQA
HSFA,medium_airport,"Paloich Airport, Heliport",10.529167,32.500556,1290,23,HGI
HSSM,medium_airport,Malakal Airport,9.558970451,31.6522007,1291,23,MAK
IR-GSM,small_airport,Qeshm International Airport,26.754639,55.902353,45,23,GSM
JGD,medium_airport,Jiagedaqi Airport,50.371389,124.1175,1205,23,JGD
LBSF,large_airport,Sofia Airport,42.69669342,23.41143608,1742,23,SOF
LGKF,medium_airport,Kefallinia Airport,38.12009811,20.50049973,59,23,EFL
LIMW,medium_airport,Aosta Airport,45.738499,7.36872,1791,23,AOT
LTCA,medium_airport,Elazığ Airport,38.60689926,39.29140091,2927,23,EZS
OIBA,medium_airport,Abu Musa Island Airport,25.8757,55.033001,23,23,AEU
OIBK,medium_airport,Kish International Airport,26.52619934,53.98020172,101,23,KIH
OIBL,medium_airport,Bandar Lengeh Airport,26.53199959,54.82479858,67,23,BDH
OIBS,medium_airport,Sirri Island Airport,25.90889931,54.53939819,43,23,SXI
OIBV,medium_airport,Lavan Island Airport,26.81030083,53.35630035,76,23,LVP
OIKB,medium_airport,Bandar Abbas International Airport,27.21829987,56.37779999,22,23,BND
OIKP,small_airport,Havadarya Airport,27.1583004,56.17250061,19,23,HDR
OIZJ,small_airport,Jask Airport,25.653601,57.799301,19,23,JSK
RJGG,large_airport,Chubu Centrair International Airport,34.85839844,136.8049927,15,23,NGO
RJNA,medium_airport,Nagoya Airport,35.25500107,136.923996,52,23,NKM
UKDE,medium_airport,Zaporizhzhia International Airport,47.86700058,35.31570053,373,23,OZH
VRBK,small_airport,Kulhudhuffushi Airport,6.630762,73.067815,,23,HDK
VRMH,medium_airport,Hanimaadhoo Airport,6.744229794,73.17050171,4,23,HAQ
VTBO,medium_airport,Trat Airport,12.2746,102.319,105,23,TDX
VVTS,large_airport,Tan Son Nhat International Airport,10.8188,106.652,33,23,SGN
ZYDU,medium_airport,Wudalianchi Dedu Airport,48.445,126.133,984,23,DTU
ZYFY,medium_airport,Dongji Aiport,48.199494,134.366447,,23,FYJ
ZYHB,large_airport,Taiping Airport,45.62340164,126.25,457,23,HRB
ZYHE,medium_airport,Heihe Aihui Airport,50.171621,127.308884,1047,23,HEK
ZYJM,medium_airport,Jiamusi Airport,46.84339905,130.4649963,262,23,JMU
ZYJS,medium_airport,Jiansanjiang Airport,47.11,132.660278,,23,JSJ
ZYJX,medium_airport,Jixi Xingkaihu Airport,45.293,131.193,760,23,JXA
ZYLD,medium_airport,Lindu Airport,47.75205556,129.019125,791,23,LDS
ZYMD,medium_airport,Mudanjiang Hailang International Airport,44.52410126,129.5690002,883,23,MDG
ZYMH,medium_airport,Gu-Lian Airport,52.91277778,122.43,1836,23,OHE
ZYQQ,medium_airport,Qiqihar Sanjiazi Airport,47.23960114,123.9179993,477,23,NDG
FND,small_airport,Funadhoo Airport,6.162443,73.28752,,24,FND
HSDZ,small_airport,Damazin Airport,11.7859,34.3367,1582,24,RSS
HTTB,small_airport,Tabora Airport,-5.07638979,32.83330154,3868,24,TBO
LBSZ,small_airport,Stara Zagora Airport,42.3766667,25.655,558,24,SZR
LTCD,medium_airport,Erzincan Airport,39.71020126,39.52700043,3783,24,ERC
OIHH,medium_airport,Hamadan Airport,34.86920166,48.55250168,5755,24,HDM
PMM,small_airport,Phanom Sarakham Airport,13.7553,101.395,166,24,PMM
VN-0001,medium_airport,Dong Hoi Airport,17.515,106.590556,59,24,VDH
DABC,medium_airport,Mohamed Boudiaf International Airport,36.27600098,6.620389938,2265,25,CZL
HSGG,small_airport,Galegu Airport,12.53299999,35.06700134,1640,25,DNX
HTPE,medium_airport,Pemba Airport,-5.25726,39.811401,80,25,PMA
HTTG,medium_airport,Tanga Airport,-5.09236002,39.07120132,129,25,TGT
LBTG,small_airport,Targovishte Airport / Buhovtsi Airfield,43.306599,26.700899,666,25,TGV
LIMC,large_airport,Malpensa International Airport,45.6306,8.72811,768,25,MXP
LIME,large_airport,Milan Bergamo Airport,45.673901,9.70417,782,25,BGY
LIML,large_airport,Milano Linate Airport,45.445099,9.27674,353,25,LIN
LIPO,medium_airport,Brescia Airport,45.428902,10.3306,355,25,VBS
LMML,large_airport,Malta International Airport,35.857498,14.4775,300,25,MLA
LTCE,large_airport,Erzurum International Airport,39.95650101,41.17020035,5763,25,ERZ
MDST,medium_airport,Cibao International Airport,19.40609932,-70.60469818,565,25,STI
OIMT,medium_airport,Tabas Airport,33.6678009,56.8927002,2312,25,TCX
OIYY,medium_airport,Shahid Sadooghi Airport,31.9048996,54.2765007,4054,25,AZD
TZ-LUY,small_airport,Lushoto Airport,-4.783259869,38.30419922,5360,25,LUY
VRDA,medium_airport,Maafaru International Airport,5.818394,73.469181,6,25,NMF
BG-HKV,small_airport,Malevo Airport,41.87179947,25.60479927,600,26,HKV
HSPN,medium_airport,Port Sudan New International Airport,19.43359947,37.23410034,135,26,PZU
HTLM,medium_airport,Lake Manyara Airport,-3.37631011,35.81829834,4150,26,LKY
LTBI,medium_airport,Eskişehir Air Base,39.78409958,30.58209991,2581,26,ESK
LTBY,medium_airport,Anadolu Airport,39.809898,30.5194,2588,26,AOE
RKPK,large_airport,Gimhae International Airport,35.17950058,128.9380035,6,26,PUS
UKLI,medium_airport,Ivano-Frankivsk International Airport,48.88420105,24.68610001,919,26,IFO
VVVH,medium_airport,Vinh Airport,18.73760033,105.6709976,23,26,VII
DA14,small_airport,Mostaganem Airport,35.904134,0.143337,732,27,MQV
LTAJ,large_airport,Gaziantep International Airport,36.94720078,37.47869873,2315,27,GZT
OINE,small_airport,Kalaleh Airport,37.38330078,55.45199966,425,27,KLM
OING,medium_airport,Gorgan Airport,36.90940094,54.40129852,-24,27,GBT
RJBB,large_airport,Kansai International Airport,34.427299,135.244003,26,27,KIX
RJOO,large_airport,Osaka International Airport,34.78549957,135.4380035,50,27,ITM
RKTN,medium_airport,Daegu Airport,35.896872,128.65531,116,27,TAE
VRMO,small_airport,Kooddoo Airport,0.7324,73.4336,29,27,GKK
BG-JAM,medium_airport,Bezmer Air Base,42.45489883,26.35219955,509,28,JAM
DAAD,medium_airport,Bou Saada Airport,35.3325,4.20639,1506,28,BUJ
OIIK,medium_airport,Qazvin Airport,36.240101,50.0471,4184,28,GZW
RJBE,medium_airport,Kobe Airport,34.63280106,135.223999,22,28,UKB
RJBT,medium_airport,Konotori Tajima Airport,35.512798,134.787003,584,28,TJH
RKSI,large_airport,Incheon International Airport,37.46910095,126.4509964,23,28,ICN
VN-KON,medium_airport,Kontum Airport,14.35000038,108.0169983,1804,28,KON
VRMT,medium_airport,Kaadedhdhoo Airport,0.488130987,72.99690247,2,28,KDM
VRQM,small_airport,Maavaarulaa Airport,0.338085,73.512869,,28,RUL
DAOV,medium_airport,Ghriss Airport,35.207699,0.147142,1686,29,MUW
OIMB,medium_airport,Birjand Airport,32.89810181,59.26610184,4952,29,XBJ
RKJJ,medium_airport,Gwangju Airport,35.123173,126.805444,39,29,KWJ
VRMF,small_airport,Fuvahmulah Airport,-0.309722222,73.435,17,29,FVM
VVCA,small_airport,Chu Lai Airport,15.4033,108.706001,10,29,VCL
DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,463,30,HME
DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.06779861,6.088669777,279,30,TGR
DAUU,medium_airport,Ain Beida Airport,31.9172,5.41278,492,30,OGX
LPMA,medium_airport,Madeira Airport,32.697899,-16.7745,192,30,FNC
LPPS,medium_airport,Porto Santo Airport,33.07339859,-16.35000038,341,30,PXO
LTCW,medium_airport,Hakkari Yüksekova Airport,37.5497,44.2381,6400,30,YKO
OIMC,medium_airport,Sarakhs Airport,36.50120163,61.06489944,945,30,CKT
OIMM,large_airport,Mashhad International Airport,36.23519897,59.64099884,3263,30,MHD
OIMS,medium_airport,Sabzevar National Airport,36.16809845,57.59519958,3010,30,AFZ
RJBD,medium_airport,Nanki Shirahama Airport,33.66220093,135.3639984,298,30,SHM
VTUQ,medium_airport,Nakhon Ratchasima Airport,14.9495,102.313004,765,30,NAK
VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,2434,30,PXU
DAOL,medium_airport,Oran Tafraoui Airport,35.5424,-0.532278,367,31,TAF
DAOO,medium_airport,Oran International Airport Ahmed Ben Bella,35.623901,-0.621183,295,31,ORN
LTDA,medium_airport,Hatay Airport,36.362778,36.282223,269,31,HTY
OIMN,medium_airport,Bojnord Airport,37.49300003,57.30820084,3499,31,BJB
RJOH,medium_airport,Yonago Kitaro Airport / JASDF Miho Air Base,35.492199,133.235992,20,31,YGJ
RJOR,medium_airport,Tottori Sand Dunes Conan Airport,35.530102,134.167007,65,31,TTJ
RKPU,medium_airport,Ulsan Airport,35.59349823,129.352005,45,31,USN
VQGP,medium_airport,Gelephu Airport,26.88456,90.46412,980,31,GLU
VTUO,medium_airport,Buri Ram Airport,15.22949982,103.2529984,590,31,BFV
VVPC,medium_airport,Phu Cat Airport,13.955,109.042,80,31,UIH
ZSPD,large_airport,Shanghai Pudong International Airport,31.14340019,121.8050003,13,31,PVG
ZSSS,large_airport,Shanghai Hongqiao International Airport,31.198104,121.33426,10,31,SHA
CN-NTG,small_airport,Nantong Airport,32.07080078,120.9759979,16,32,NTG
DAOY,small_airport,El Bayadh Airport,33.72166667,1.0925,4493,32,EBH
DTKA,medium_airport,Tabarka 7 Novembre Airport,36.97999954,8.876939774,230,32,TBJ
HIA,medium_airport,Lianshui Airport,33.79083333,119.125,28,32,HIA
LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,789,32,BZO
LTFC,large_airport,Süleyman Demirel International Airport,37.85540009,30.36840057,2835,32,ISE
RJNO,medium_airport,Oki Global Geopark Airport,36.178388,133.323566,311,32,OKI
RJOC,medium_airport,Izumo Enmusubi Airport,35.413601,132.889999,15,32,IZO
RJOW,medium_airport,Iwami Airport,34.67639923,131.7899933,184,32,IWJ
UKBB,large_airport,Boryspil International Airport,50.34500122,30.8946991,427,32,KBP
UKKK,medium_airport,Kiev Zhuliany International Airport,50.40194,30.45194,587,32,IEV
UKKM,medium_airport,Gostomel Airport,50.60350037,30.19190025,517,32,GML
VTUJ,medium_airport,Surin Airport,14.86830044,103.4980011,478,32,PXR
ZSCG,small_airport,Changzhou Benniu Airport,31.919701,119.778999,,32,CZX
ZSLG,small_airport,Lianyungang Airport,34.571667,118.873611,,32,LYG
ZSNJ,large_airport,Nanjing Lukou Airport,31.74200058,118.8619995,49,32,NKG
ZSRG,medium_airport,Rugao Air Base,32.25788498,120.5016556,,32,RUG
ZSSZ,medium_airport,Suzhou Guangfu Airport,31.2631,120.401001,,32,SZV
ZSWX,medium_airport,Sunan Shuofang International Airport,31.49440002,120.4290009,24,32,WUX
ZSXZ,medium_airport,Xuzhou Guanyin Airport,34.059056,117.555278,,32,XUZ
ZSYA,medium_airport,Yangzhou Taizhou Airport,32.5634,119.7198,7,32,YTY
ZSYN,small_airport,Yancheng Airport,33.425833,120.203056,,32,YNZ
DAAJ,medium_airport,Djanet Inedbirene Airport,24.292801,9.45244,3176,33,DJG
DAAP,medium_airport,Illizi Takhamalt Airport,26.7234993,8.622650146,1778,33,VVZ
DAUZ,medium_airport,Zarzaitine - In Aménas Airport,28.0515,9.64291,1847,33,IAM
DEQ,small_airport,Deqing Moganshan Airport,30.504264,120.107388,,33,DEQ
HOO,small_airport,Nhon Co Airfield,11.9787,107.5638,2270,33,HOO
LGIO,medium_airport,Ioannina Airport,39.69639969,20.82250023,1558,33,IOA
RJOB,medium_airport,Okayama Momotaro Airport,34.756901,133.854996,806,33,OKJ
VQBT,small_airport,Bathpalathang Airport,27.5622,90.7471,8485,33,BUT
VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,1729,33,BMV
ZSHC,large_airport,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,23,33,HGH
ZSJU,medium_airport,Quzhou Airport,28.965799,118.899002,,33,JUZ
ZSLQ,medium_airport,Huangyan Luqiao Airport,28.56220055,121.4290009,,33,HYN
ZSNB,large_airport,Ningbo Lishe International Airport,29.82670021,121.461998,13,33,NGB
ZSWZ,large_airport,Wenzhou Longwan International Airport,27.912201,120.851997,,33,WNZ
ZSYW,medium_airport,Yiwu Airport,29.34469986,120.0319977,262,33,YIW
ZSZS,small_airport,Zhoushan Airport,29.93420029,122.3619995,3,33,HSN
JUH,small_airport,Jiuhuashan Airport,30.7403,117.6856,60,34,JUH
LGPZ,medium_airport,Aktion National Airport,38.92549896,20.76530075,11,34,PVK
LIDB,small_airport,Belluno Airport,46.166549,12.250389,1240,34,BLX
LIPH,large_airport,Treviso-Sant'Angelo Airport,45.648399,12.1944,59,34,TSF
LIPU,medium_airport,Padova Airport,45.395802,11.8479,44,34,QPA
LIPX,large_airport,Verona Villafranca Airport,45.395699,10.8885,239,34,VRN
LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7,34,VCE
LTBA,medium_airport,İstanbul Atatürk Airport,40.976898,28.8146,163,34,ISL
LTFJ,large_airport,Istanbul Sabiha Gökçen International Airport,40.898602,29.3092,312,34,SAW
LTFM,large_airport,İstanbul Airport,41.261297,28.741951,325,34,IST
RJOA,medium_airport,Hiroshima Airport,34.4361,132.919006,1088,34,HIJ
VTUU,medium_airport,Ubon Ratchathani Airport,15.25129986,104.8700027,406,34,UBP
VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,40,34,CXR
ZSAQ,medium_airport,Anqing Tianzhushan Airport,30.582199,117.050003,,34,AQG
ZSBB,medium_airport,Bengbu Airport,32.84773333,117.3202444,100,34,BFU
ZSFY,medium_airport,Fuyang Xiguan Airport,32.882157,115.734364,104,34,FUG
ZSOF,medium_airport,Hefei Luogang International Airport,31.78000069,117.2979965,108,34,HFE
ZSTX,medium_airport,Tunxi International Airport,29.73329926,118.2559967,,34,TXN
ZSWU,medium_airport,Wuhu Air Base,31.3906,118.408997,,34,WHU
ERT,small_airport,Erdenet Airport,48.98305556,104.1505556,4200,35,ERT
LTBJ,large_airport,Adnan Menderes International Airport,38.29240036,27.15699959,412,35,ADB
LTBL,medium_airport,Çiğli Airport,38.513,27.010099,16,35,IGL
RJDC,medium_airport,Yamaguchi Ube Airport,33.93000031,131.279007,23,35,UBJ
RJOI,medium_airport,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,34.146333,132.247238,7,35,IWK
SQJ,medium_airport,Shaxian Airport,26.4263,117.8336,830,35,SQJ
UKKG,small_airport,Kirovograd Airport,48.5428009,32.28499985,568,35,KGO
VVDL,medium_airport,Lien Khuong Airport,11.75,108.366997,3156,35,DLI
ZSAM,large_airport,Xiamen Gaoqi International Airport,24.54400063,118.1279984,59,35,XMN
ZSFZ,large_airport,Fuzhou Changle International Airport,25.93510056,119.663002,46,35,FOC
ZSLD,medium_airport,Longyan Guanzhishan Airport,25.67469978,116.7470016,1225,35,LCX
ZSQZ,medium_airport,Quanzhou Jinjiang International Airport,24.7964,118.589996,,35,JJN
ZSWY,medium_airport,Nanping Wuyishan Airport,27.7019,118.000999,614,35,WUS
CN-0081,medium_airport,Jinggangshan Airport,26.85689926,114.7369995,281,36,JGS
LIPA,medium_airport,Aviano Air Base,46.031898,12.596503,410,36,AVB
LIPD,small_airport,Udine-Campoformido Air Base,46.0322,13.1868,305,36,UDN
LIPQ,medium_airport,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,39,36,TRS
LTCF,medium_airport,Kars Airport,40.56219864,43.11500168,5889,36,KSY
RJOS,medium_airport,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,34.132801,134.606995,26,36,TKS
SQD,medium_airport,Shangrao Sanqingshan Airport,28.3797,117.9643,340,36,SQD
ZSCN,medium_airport,Nanchang Changbei International Airport,28.86499977,115.9000015,143,36,KHN
ZSGZ,small_airport,Ganzhou Airport,25.853333,114.778889,387,36,KOW
ZSJD,medium_airport,Jingdezhen Airport,29.33860016,117.1760025,112,36,JDZ
ZSJJ,small_airport,Jiujiang Lushan Airport,29.476944,115.801111,,36,JIU
ZSYC,medium_airport,Yichun Mingyueshan Airport,27.8025,114.3062,430,36,YIC
CN-0091,medium_airport,Dongying Shengli Airport,37.50859833,118.788002,15,37,DOY
DAOF,medium_airport,Tindouf Airport,27.7003994,-8.167099953,1453,37,TIN
EETN,large_airport,Lennart Meri Tallinn Airport,59.41329956,24.83279991,131,37,TLL
LTAL,small_airport,Kastamonu Airport,41.31420135,33.79579926,3520,37,KFS
RJOT,medium_airport,Takamatsu Airport,34.21419907,134.0160065,607,37,TAK
TAO,medium_airport,Qingdao Jiaodong International Airport,36.361953,120.088171,30,37,TAO
YNT,large_airport,Yantai Penglai International Airport,37.657222,120.987222,154,37,YNT
ZLJN,medium_airport,Jining Qufu Airport,35.292778,116.346667,134,37,JNG
ZSJN,large_airport,Yaoqiang Airport,36.85720062,117.2160034,76,37,TNA
ZSLY,small_airport,Shubuling Airport,35.04610062,118.4120026,,37,LYI
ZSQD,medium_airport,Liuting Airport,36.26610184,120.3740005,33,37,TAO
ZSRZ,medium_airport,Rizhao Shanzihe Airport,35.405033,119.324403,121,37,RIZ
ZSWF,medium_airport,Weifang Airport,36.646702,119.119003,,37,WEF
ZSWH,medium_airport,Weihai Airport,37.18709946,122.2289963,145,37,WEH
LTAU,medium_airport,Kayseri Erkilet Airport,38.770401,35.49539948,3463,38,ASR
RJOM,medium_airport,Matsuyama Airport,33.82720184,132.6999969,25,38,MYJ
DAUO,medium_airport,Guemar Airport,33.51139832,6.776790142,203,39,ELU
EEKA,medium_airport,Kärdla Airport,58.99079895,22.83069992,18,39,KDL
RJOK,medium_airport,Kochi Ryoma Airport,33.546101,133.669006,42,39,KCZ
ZUMH,small_airport,Öndörkhaan Airport,47.30486,110.6092,3410,39,UNR
RJFF,large_airport,Fukuoka Airport,33.58589935,130.451004,32,40,FUK
RJFR,medium_airport,Kitakyushu Airport,33.845901,131.035004,21,40,KKJ
UKFB,medium_airport,Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,344,40,UKS
VTUK,medium_airport,Khon Kaen Airport,16.46660042,102.7839966,670,40,KKC
VVPT,small_airport,Phan Thiet Airport,10.90639973,108.0690002,,40,PHH
CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312,41,XAI
HSJ,small_airport,Shangjie Airport,34.842153,113.273983,450,41,HSJ
HTM,small_airport,Khatgal Airport,50.435988,100.139532,5500,41,HTM
LTBQ,medium_airport,Cengiz Topel Airport,40.735001,30.0833,182,41,KCO
RJFS,medium_airport,Saga Airport,33.14970016,130.302002,6,41,HSG
RKRO,small_airport,Pocheon G 217 Airport,37.865283,127.177327,328,41,QJP
RKSM,medium_airport,Seoul Air Base (K-16),37.444744,127.112718,92,41,SSN
